UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
BA;AURELINO LEAL;1838;748;0;48;3;147;109;0;1;11;637;80;18;0;20;5;0;0;0;0;1;10
BA;BAIANOPOLIS;3103;1040;0;86;25;433;40;0;2;10;1171;136;58;0;64;30;0;1;0;0;0;7
BA;BAIXA GRANDE;4254;1572;0;122;3;438;80;0;1;100;1670;129;58;0;48;2;0;1;0;0;2;28
BA;BANZAE;2253;598;0;28;0;211;35;0;0;10;1121;193;34;0;20;0;0;0;0;0;0;3
BA;BARRA;8631;1923;0;127;9;1050;279;0;12;52;4117;849;54;0;71;13;0;0;1;0;2;72
BA;BARRA DA ESTIVA;9778;3461;0;414;49;1738;149;0;0;129;2999;528;97;0;69;66;0;1;0;2;1;75
BA;BARRA DO CHOCA;7197;3033;0;211;29;785;142;0;6;284;2140;368;71;0;83;15;0;0;0;0;1;29
BA;BARRA DO MENDES;2688;1168;0;87;5;460;82;0;0;37;682;66;47;0;19;6;0;0;0;1;0;28
BA;BARRA DO ROCHA;913;382;0;20;5;84;32;1;1;10;329;23;11;0;7;3;0;0;0;0;1;4
BA;BARREIRAS;99364;36648;0;3112;1143;11123;2495;0;433;302;28057;8848;584;0;3088;2009;28;17;0;6;29;1442
BA;BARRO ALTO;2684;1143;0;66;22;331;37;0;1;18;924;71;26;0;9;23;0;0;0;0;1;12
BA;BARRO PRETO;819;384;0;20;0;78;24;0;0;4;254;24;17;0;12;0;0;0;0;0;0;2
BA;BARROCAS;5680;2205;0;145;5;312;68;0;3;19;2300;521;38;0;46;4;0;0;0;0;0;14
BA;BELMONTE;3277;1092;0;73;3;352;85;0;5;17;1257;262;25;0;75;7;0;1;0;0;2;21
BA;BELO CAMPO;3696;1827;0;167;17;442;58;0;4;43;901;108;58;0;36;17;0;0;0;0;2;16
BA;BIRITINGA;3055;1244;0;44;1;210;42;0;2;16;1343;69;47;0;25;0;0;0;0;0;0;12
BA;BOA NOVA;1806;843;0;48;14;218;58;0;1;71;445;44;27;0;16;13;0;0;0;0;0;8
BA;BOA VISTA DO TUPIM;3192;1082;0;87;3;334;75;0;0;27;1384;134;23;0;33;3;0;0;0;0;0;7
BA;BOM JESUS DA LAPA;26867;6676;0;572;101;2521;307;0;47;113;13900;1638;192;0;374;155;11;3;0;0;20;237
BA;BOM JESUS DA SERRA;1412;607;0;55;3;171;39;0;0;79;400;19;28;0;6;3;0;0;0;0;0;2
BA;BONINAL;3911;1658;0;115;18;628;69;0;1;39;1167;107;46;0;21;23;0;0;0;0;1;18
BA;BONITO;2603;1314;0;147;4;449;46;0;0;25;503;42;31;0;21;8;0;0;0;0;1;12
BA;BOQUIRA;5636;1680;0;149;4;622;58;0;2;19;2753;234;82;0;14;9;0;0;0;0;1;9
BA;BOTUPORA;2769;1122;0;78;4;338;34;0;0;14;937;155;53;0;10;6;0;0;0;0;1;17
BA;BREJOES;3000;1347;0;117;27;355;64;0;1;14;885;77;43;0;29;33;0;0;0;0;1;7
BA;BREJOLANDIA;2348;571;0;49;0;221;18;0;0;11;1366;63;23;0;20;2;0;1;0;0;0;3
BA;BROTAS DE MACAUBAS;2463;1119;0;46;4;397;64;0;0;66;677;36;27;0;17;4;0;0;0;0;0;6
BA;BRUMADO;45995;14392;0;2086;1084;4302;542;0;29;302;18042;2327;404;0;415;1768;3;8;0;11;10;270
BA;BUERAREMA;4106;1506;0;178;9;461;80;0;4;14;1518;157;68;0;77;8;0;0;0;0;6;20
BA;BURITIRAMA;1974;651;0;56;1;353;46;0;1;30;708;79;27;0;13;0;0;0;0;0;1;8
BA;CAATIBA;1188;436;0;19;2;112;36;0;1;9;535;15;5;0;11;2;0;0;0;0;1;4
BA;CABACEIRAS DO PARAGUACU;3078;1015;0;117;10;239;40;0;1;36;1369;115;77;0;32;12;0;0;0;0;1;14
BA;CACHOEIRA;6681;2982;0;164;11;487;264;0;4;141;2126;201;110;0;128;5;4;0;0;0;2;52
BA;CACULE;9307;3433;0;532;66;1380;129;0;1;54;2959;449;59;0;92;78;0;0;0;1;2;72
BA;CAEM;2151;802;0;39;1;208;31;0;0;32;963;26;24;0;18;0;0;0;0;0;0;7
BA;CAETANOS;1712;558;0;109;6;218;22;0;0;15;728;26;23;0;2;1;0;0;0;0;1;3
BA;CAETITE;21123;9038;0;896;92;3162;444;0;6;242;5291;1152;276;0;203;153;0;1;0;1;0;166
BA;CAFARNAUM;4047;1524;0;105;5;490;74;0;0;10;1606;100;58;0;21;21;0;0;0;0;0;33
BA;CAIRU;1149;325;0;18;1;220;61;0;4;19;390;24;17;0;26;0;0;0;0;0;5;39
BA;CALDEIRAO GRANDE;2722;1076;0;39;3;165;36;0;1;18;1267;68;24;0;19;5;0;0;0;0;0;1
BA;CAMACAN;7128;2615;0;235;30;788;119;1;1;31;2661;393;67;0;112;35;1;0;0;0;1;38
BA;CAMACARI;113099;52999;0;2758;1288;7620;3862;3;2298;665;28242;5945;1169;0;2623;2241;39;21;0;10;58;1258
BA;CAMAMU;7302;2561;0;208;18;766;222;1;6;71;2899;359;54;0;70;10;0;2;0;0;0;55
BA;CAMPO ALEGRE DE LOURDES;2343;318;0;64;28;248;36;0;0;11;1415;124;21;0;3;54;0;1;0;0;0;20
BA;CAMPO FORMOSO;21098;7526;0;409;98;2762;605;0;12;68;8336;746;169;0;119;124;3;0;0;0;3;118
BA;CANAPOLIS;2287;425;0;33;3;271;18;0;1;38;1376;64;17;0;35;2;0;0;0;0;0;4
BA;CANARANA;6713;2785;0;242;52;706;77;0;0;49;2451;112;53;0;42;104;0;1;0;0;2;37
BA;CANAVIEIRAS;6912;2102;0;127;1;742;184;0;22;28;3097;370;25;0;122;1;0;2;0;1;13;75
BA;CANDEAL;1217;354;0;33;0;86;16;0;1;28;594;42;25;0;34;0;0;0;0;0;2;2
BA;CANDEIAS;31081;13104;0;975;1110;1750;863;2;59;400;6499;2823;469;0;469;2339;1;4;0;14;4;196
BA;CANDIBA;3661;1715;0;84;7;545;25;0;0;1;1049;155;28;0;24;9;0;0;0;0;1;18
BA;CANDIDO SALES;6763;3096;0;353;40;901;121;0;6;82;1671;238;66;0;113;47;0;0;0;0;2;27
BA;CANSANCAO;9152;3708;0;255;17;904;114;0;4;80;3247;508;114;0;138;16;0;0;0;0;1;46
BA;CANUDOS;3500;1211;0;77;5;379;49;0;6;25;1528;115;58;0;38;0;0;0;0;0;0;9
BA;CAPELA DO ALTO ALEGRE;3156;1074;0;95;19;223;46;0;2;33;1452;79;33;0;70;19;0;0;0;0;1;10
BA;CAPIM GROSSO;18486;5705;0;798;181;1555;356;0;6;125;7725;1030;169;0;457;260;0;0;0;0;4;115
BA;CARAIBAS;1606;751;0;83;9;190;15;0;0;49;407;40;24;0;20;11;0;0;0;0;1;6
BA;CARAVELAS;3704;1428;0;55;14;303;81;0;10;25;1148;362;43;0;103;105;0;0;0;0;1;26
BA;CARDEAL DA SILVA;1572;701;0;44;0;132;16;0;1;14;541;51;41;0;24;0;0;0;0;0;0;7
BA;CARINHANHA;6516;2045;0;160;27;745;95;0;1;65;3077;95;56;0;61;44;0;0;0;0;3;42
BA;CASA NOVA;17207;4835;0;539;23;2267;207;0;7;236;8168;359;287;0;142;48;0;2;0;0;13;74
BA;CASTRO ALVES;6582;2131;0;181;57;520;140;0;8;31;2728;478;88;0;108;76;0;0;0;0;5;31
BA;CATOLANDIA;589;212;0;16;2;69;9;0;0;3;227;26;12;0;11;0;0;1;0;0;0;1
BA;CATU;19161;8128;0;475;216;1612;562;2;35;135;4871;1854;155;0;591;385;1;0;0;18;17;104
BA;CATURAMA;2285;871;0;57;6;227;18;0;0;17;977;72;25;0;4;6;0;0;0;0;2;3
BA;CENTRAL;3991;1826;0;121;15;371;59;0;0;43;1398;86;22;0;11;21;0;0;0;0;2;16
BA;CHORROCHO;1513;526;0;57;0;175;22;0;0;7;666;21;18;0;13;2;0;0;0;0;0;6
BA;CICERO DANTAS;11717;3091;0;167;20;906;127;0;7;40;5741;1262;79;0;191;14;0;0;0;0;15;57
BA;CIPO;7033;1762;0;70;2;256;68;0;6;21;3664;897;39;0;218;3;0;0;0;0;8;19
BA;COARACI;4610;1962;0;132;2;516;145;0;4;11;1485;201;39;0;83;1;0;1;0;0;1;27
BA;COCOS;5895;1755;0;134;11;858;122;0;7;7;2690;170;52;0;48;21;0;1;0;0;2;17
BA;CONCEICAO DA FEIRA;6072;2040;0;268;27;393;117;0;18;150;2555;311;32;0;67;57;0;1;0;0;3;33
BA;CONCEICAO DO ALMEIDA;4183;1538;0;163;6;360;62;0;1;46;1637;236;64;0;46;5;0;0;0;0;0;19
BA;CONCEICAO DO COITE;28999;11428;0;715;106;2339;572;0;23;209;9711;2842;216;0;490;125;1;4;0;0;11;207
BA;CONCEICAO DO JACUIPE;14792;4476;0;467;183;1041;375;0;109;173;5215;1834;40;0;288;481;0;0;0;0;21;89
BA;CONDE;4344;1273;0;68;1;312;91;0;10;30;2076;350;34;0;78;4;0;0;0;0;1;16
BA;CONDEUBA;4205;1763;0;128;21;527;67;0;2;63;1250;240;72;0;36;23;0;0;0;0;0;13
BA;CONTENDAS DO SINCORA;1051;357;0;38;1;112;14;0;0;13;453;36;14;0;11;0;0;0;0;0;0;2
BA;CORACAO DE MARIA;7344;2246;0;175;29;573;130;0;13;71;3149;721;88;0;91;19;0;0;0;0;2;37
BA;CORDEIROS;1908;824;0;42;8;242;41;0;0;21;591;69;24;0;22;12;0;0;0;0;0;12
BA;CORIBE;3746;1167;0;72;3;572;55;0;0;32;1663;88;34;0;38;5;0;1;0;0;1;15
BA;CORONEL JOAO SA;2717;291;0;20;4;92;16;0;0;2;2141;102;29;0;7;10;0;0;0;0;0;3
BA;CORRENTINA;11582;2709;0;297;78;1333;208;0;13;62;5610;747;121;0;184;175;0;2;0;0;6;37
BA;COTEGIPE;2595;690;0;81;1;363;35;0;1;18;1036;290;31;0;40;1;0;0;0;0;0;8
BA;CRAVOLANDIA;790;322;0;28;0;71;14;0;0;8;321;9;11;0;6;0;0;0;0;0;0;0
BA;CRISOPOLIS;4683;1301;0;88;8;278;55;0;0;41;2535;256;61;0;41;11;0;0;0;0;2;6
BA;CRISTOPOLIS;3319;1152;0;97;27;584;41;0;3;17;1054;187;38;0;69;37;0;1;0;0;0;12
BA;CRUZ DAS ALMAS;35546;12321;0;1239;150;2336;707;0;95;413;14702;2349;135;0;625;225;0;5;0;0;12;232
BA;CURACA;4823;1305;0;122;2;668;76;0;14;62;2335;82;64;0;57;5;1;1;0;0;0;29
BA;DARIO MEIRA;1546;661;0;27;3;163;45;0;0;31;579;5;12;0;10;2;0;0;0;0;0;8
BA;DIAS D'AVILA;26075;12293;0;823;584;1651;800;0;673;157;5489;1336;391;0;679;1023;3;3;0;4;11;155
BA;DOM BASILIO;5444;1365;0;435;46;597;38;0;0;36;2732;72;49;0;12;48;0;0;0;0;2;12
BA;DOM MACEDO COSTA;1243;445;0;18;1;83;46;0;3;32;537;43;11;0;15;0;0;0;0;0;0;9
BA;ELISIO MEDRADO;2185;858;0;52;1;172;33;0;9;37;907;65;22;0;26;0;0;0;0;0;0;3
BA;ENCRUZILHADA;3706;1521;0;125;10;544;69;0;1;51;1209;82;21;0;44;10;1;0;0;0;1;17
BA;ENTRE RIOS;11053;4028;0;296;46;956;177;0;12;129;3919;926;167;0;262;50;0;1;0;0;8;76
BA;ERICO CARDOSO;2656;865;0;44;4;356;49;0;1;28;1203;48;33;0;6;4;0;0;0;0;0;15
BA;ESPLANADA;8301;2941;0;173;27;653;134;0;17;47;3027;882;132;0;196;28;0;1;0;0;5;38
BA;EUCLIDES DA CUNHA;18353;6337;0;379;45;1502;345;0;36;120;7757;1078;321;0;214;48;2;0;0;1;20;148
BA;EUNAPOLIS;58854;19639;0;1871;245;5249;1319;1;397;122;19690;6965;600;0;1907;336;14;2;0;2;41;454
BA;FATIMA;3039;732;0;30;2;187;35;0;1;11;1725;253;27;0;18;7;0;0;0;0;2;9
BA;FEIRA DA MATA;1265;429;0;19;4;140;20;0;2;8;586;18;14;0;13;8;0;0;0;0;0;4
BA;FEIRA DE SANTANA;342906;146564;0;10346;2814;26672;9594;10;5418;1594;94280;29002;1469;0;7353;3645;147;30;0;21;241;3706
BA;FILADELFIA;4732;1608;0;177;15;388;50;0;3;20;2247;102;34;0;61;14;0;0;0;0;0;13
BA;FIRMINO ALVES;902;462;0;25;2;81;20;0;0;2;268;13;4;0;16;7;0;0;0;0;0;2
BA;FLORESTA AZUL;1719;743;0;59;0;152;57;0;3;9;578;78;3;0;32;0;0;0;0;1;0;4
BA;FORMOSA DO RIO PRETO;6501;1568;0;236;117;851;111;0;53;18;2147;838;42;0;181;275;1;1;0;1;4;57
BA;GANDU;12328;4765;0;360;21;1106;535;0;5;273;4323;638;49;0;124;27;0;15;0;0;15;72
BA;GAVIAO;1186;430;0;41;0;132;19;0;0;19;485;16;11;0;29;1;0;0;0;0;0;3
BA;GENTIO DO OURO;2060;613;0;34;1;472;74;0;0;25;800;15;13;0;7;3;0;1;0;0;1;1
BA;GLORIA;4277;1342;0;81;7;426;34;0;11;29;2071;165;56;0;35;9;0;0;0;0;0;11
BA;GONGOGI;834;398;0;26;0;63;43;0;0;12;261;20;5;0;4;0;0;0;0;0;0;2
BA;GOVERNADOR MANGABEIRA;8300;3200;0;386;35;527;111;0;8;66;3189;482;63;0;125;51;9;0;0;0;8;40
BA;GUAJERU;1453;672;0;34;1;153;16;0;0;29;474;46;17;0;6;1;0;0;0;0;0;4
BA;GUANAMBI;57252;19515;0;1552;217;6375;712;0;72;126;23096;3841;293;0;571;334;0;1;0;0;20;527
BA;GUARATINGA;4439;1290;0;97;3;429;108;0;1;16;2160;212;47;0;45;2;0;0;0;0;2;27
BA;HELIOPOLIS;2145;647;0;26;1;141;20;0;1;12;1043;197;24;0;19;2;0;0;0;0;4;8
BA;IACU;6367;2300;0;186;14;574;92;0;4;50;2600;400;49;0;57;13;0;1;0;0;1;26
BA;IBIASSUCE;3144;1260;0;112;23;465;47;0;1;29;959;153;28;0;20;32;0;0;0;0;1;14
BA;IBICARAI;5777;2490;0;165;23;523;232;0;13;32;1782;290;45;0;122;11;0;0;0;0;4;45
BA;IBICOARA;6536;2216;0;334;39;1051;97;0;1;153;2188;164;135;0;71;49;0;2;0;1;3;32
BA;IBICUI;3208;1140;0;74;4;363;73;0;3;32;1335;102;20;0;37;5;0;0;0;0;3;17
BA;IBIPEBA;3103;1358;0;79;2;445;49;0;0;33;995;75;25;0;10;5;0;0;0;0;1;26
BA;IBIPITANGA;5274;1471;0;143;28;571;55;0;2;43;2464;332;58;0;20;71;0;0;0;0;1;15
BA;IBIQUERA;625;267;0;13;2;54;12;0;0;7;252;9;6;0;3;0;0;0;0;0;0;0
BA;IBIRAPITANGA;3292;1410;0;97;4;353;149;0;1;87;1008;109;30;0;32;3;0;0;0;0;1;8
BA;IBIRAPUA;2534;807;0;153;26;259;31;0;1;10;916;127;31;0;92;61;0;0;0;0;0;20
BA;IBIRATAIA;5072;1655;0;104;15;406;204;0;4;69;2208;284;21;0;57;20;1;0;0;0;1;23
BA;IBITIARA;4868;1819;0;145;27;622;65;0;0;74;1849;102;68;0;23;55;0;1;0;0;0;18
BA;IBITITA;3560;1818;0;74;0;351;70;1;0;20;1112;42;31;0;19;0;0;0;0;0;1;21
BA;IBOTIRAMA;12378;4010;0;375;100;1195;152;0;69;106;4724;1062;54;0;286;156;0;0;0;0;17;72
BA;ICHU;2122;722;0;48;0;135;22;0;0;29;1012;79;19;0;47;1;0;0;0;0;1;7
BA;IGAPORA;3574;1561;0;119;19;633;47;0;0;50;918;83;50;0;31;45;0;0;0;0;4;14
BA;IGRAPIUNA;2055;628;0;52;0;193;51;0;1;71;988;30;29;0;4;0;0;2;0;0;0;6
BA;IGUAI;4224;1547;0;81;1;467;114;0;4;54;1733;91;69;0;44;0;0;0;0;0;0;19
BA;ILHEUS;53233;25336;0;1007;109;4698;2094;0;255;239;14802;2215;354;0;1174;157;0;5;0;9;87;692
BA;INHAMBUPE;10908;3292;0;282;22;728;220;0;14;118;4863;951;153;0;155;31;0;0;0;0;12;67
BA;IPECAETA;2095;795;0;33;2;123;32;1;1;15;926;56;63;0;19;12;0;1;0;0;0;16
BA;IPIAU;17534;6107;0;469;24;1532;490;0;39;96;6857;1369;106;0;234;36;3;0;0;1;14;157
BA;IPIRA;20454;5549;0;536;146;1910;296;0;14;93;10431;648;191;0;275;270;0;0;0;0;11;84
BA;IPUPIARA;3083;895;0;104;7;588;90;0;1;33;1237;43;19;0;24;8;0;0;1;0;5;28
BA;IRAJUBA;1371;530;0;54;3;173;24;0;0;9;481;58;23;0;9;5;0;0;0;0;0;2
BA;IRAMAIA;1613;572;0;50;11;203;22;0;1;21;614;51;25;0;7;33;0;0;0;0;1;2
BA;IRAQUARA;5925;2669;0;182;73;747;100;0;0;54;1807;70;76;0;49;74;0;0;0;0;3;21
BA;IRARA;8842;3322;0;206;22;550;148;0;16;37;3752;536;103;0;90;30;0;0;0;0;7;23
BA;IRECE;42622;15401;0;1325;189;4228;789;0;180;182;16172;2409;313;0;591;262;15;5;0;0;55;506
BA;ITABELA;10702;3146;0;416;37;1164;215;0;8;30;4318;837;161;0;254;39;0;0;0;0;6;71
BA;ITABERABA;29365;8756;0;771;127;2540;544;0;166;143;11975;3555;125;0;324;173;3;4;0;0;11;148
BA;ITABUNA;90359;39063;0;2200;274;7470;2687;6;936;131;26088;6850;866;0;2032;791;3;6;0;3;66;887
BA;ITACARE;4257;1460;0;83;5;446;184;0;7;50;1633;207;18;0;64;3;0;3;0;0;11;83
BA;ITAETE;3073;997;0;85;3;389;44;0;0;32;1367;96;31;0;17;4;0;0;0;0;2;6
BA;ITAGI;2358;742;0;46;0;263;36;0;0;9;1139;87;16;0;13;0;0;0;0;0;0;7
BA;ITAGIBA;2779;1072;0;62;14;300;89;0;3;79;963;113;33;0;25;9;0;0;0;0;1;16
BA;ITAGIMIRIM;1681;669;0;67;14;197;32;0;4;4;511;64;13;0;76;20;0;0;0;0;1;9
BA;ITAGUACU DA BAHIA;1950;859;0;43;3;204;14;0;1;20;752;22;9;0;15;3;0;0;0;0;0;5
BA;ITAJU DO COLONIA;1023;329;0;20;1;104;27;0;0;4;499;16;10;0;12;1;0;0;0;0;0;0
BA;ITAJUIPE;4802;2143;0;84;3;359;270;0;13;43;1547;188;35;0;85;1;1;0;0;0;6;24
BA;ITAMARAJU;27355;8628;0;640;71;2885;461;0;100;79;11053;2475;228;0;480;88;1;0;0;2;12;152
BA;ITAMARI;1819;515;0;45;1;136;61;0;0;16;950;81;2;0;11;0;0;0;0;0;0;1
BA;ITAMBE;3860;1704;0;71;2;371;127;0;10;76;1253;130;23;0;69;7;0;0;1;0;4;12
BA;ITANAGRA;835;313;0;35;1;66;17;0;0;3;337;25;12;0;23;0;0;0;0;0;1;2
BA;ITANHEM;5853;1980;0;103;15;798;82;0;2;14;2532;168;36;0;76;18;0;1;0;0;1;27
BA;ITAPARICA;3794;1867;0;59;5;167;208;0;34;38;1151;152;32;0;46;11;0;0;0;0;2;22
BA;ITAPE;1923;704;0;45;7;166;45;0;4;2;852;43;6;0;36;3;0;0;0;0;3;7
BA;ITAPEBI;1692;761;0;72;3;188;37;0;2;3;498;67;8;0;42;3;0;0;0;0;1;7
BA;ITAPETINGA;23855;9063;0;579;36;2119;591;0;40;76;9134;1492;164;0;352;44;19;2;0;0;5;139
BA;ITAPICURU;3184;790;0;74;16;232;62;0;2;23;1639;174;108;0;21;25;0;0;0;0;1;17
BA;ITAPITANGA;1131;418;0;12;0;117;39;0;0;7;485;31;6;0;10;0;0;0;0;0;1;5
BA;ITAQUARA;1283;587;0;42;0;174;20;0;0;11;395;15;14;0;11;10;0;0;0;0;1;3
BA;ITARANTIM;3980;1171;0;117;4;450;84;0;1;24;1932;86;12;0;60;20;0;0;0;0;3;16
BA;ITATIM;5704;1919;0;266;133;524;103;0;2;55;2044;382;46;0;102;109;0;1;0;0;1;17
BA;ITIRUCU;3279;1399;0;138;6;330;55;0;0;23;1090;168;27;0;29;10;0;0;0;0;0;4
BA;ITIUBA;8009;2786;0;182;15;693;111;0;3;70;3599;343;113;0;65;16;0;0;0;0;1;12
BA;ITORORO;4241;1747;0;108;3;478;134;0;3;41;1314;179;33;0;160;15;0;0;0;0;0;26
BA;ITUACU;5601;1669;0;252;16;850;69;0;0;97;2215;268;71;0;32;26;0;0;0;0;3;33
BA;ITUBERA;7012;2053;0;177;4;720;229;0;8;48;3140;452;52;0;69;4;0;0;0;1;2;53
BA;IUIU;2553;680;0;59;8;301;31;0;1;18;1351;37;22;0;13;26;0;0;0;0;0;6
BA;JABORANDI;2616;581;0;116;19;416;43;0;1;4;1254;45;36;0;38;54;0;0;0;0;0;9
BA;JACARACI;2777;1414;0;66;20;389;61;0;0;27;642;57;41;0;14;30;0;0;0;0;0;16
BA;JACOBINA;37708;14064;0;960;81;3923;796;0;40;215;14441;1856;361;0;569;97;11;0;0;1;29;264
BA;JAGUAQUARA;16643;5623;0;764;82;1944;400;0;5;83;6669;570;117;0;171;119;0;2;0;1;7;86
BA;JAGUARARI;10356;4114;0;398;22;1161;282;0;17;118;3456;416;124;0;144;49;1;1;0;1;6;46
BA;JAGUARIPE;2514;783;0;74;1;268;97;0;8;44;1133;23;53;0;22;1;0;0;0;0;2;5
BA;JANDAIRA;1092;347;0;47;5;84;25;0;4;8;484;28;20;0;29;3;0;0;0;0;0;8
BA;JEQUIE;79393;26616;0;2244;364;6141;1906;0;48;276;29590;9851;445;0;708;515;78;1;0;1;81;528
BA;JEREMOABO;11128;2928;0;125;18;778;119;0;11;43;6433;406;72;0;139;25;0;1;0;0;5;25
BA;JIQUIRICA;4408;1374;0;73;4;421;81;0;1;38;2208;139;30;0;22;4;0;0;0;0;1;12
BA;JITAUNA;2570;930;0;50;3;282;67;0;1;22;1023;130;37;0;15;0;0;0;0;0;0;10
BA;JOAO DOURADO;6666;2999;0;229;4;715;67;0;1;73;2284;132;60;0;41;7;3;1;0;0;7;43
BA;JUAZEIRO;125021;45092;0;3640;368;12598;2600;3;866;1255;48109;5104;1497;0;2070;621;15;45;0;1;46;1091
BA;JUCURUCU;1868;379;0;29;0;190;24;0;0;5;1181;35;10;0;5;2;0;0;0;1;1;6
BA;JUSSARA;4199;1537;0;94;3;429;44;0;1;32;1913;83;28;0;16;1;0;0;0;0;2;16
BA;JUSSARI;1066;376;0;21;0;124;12;0;1;2;473;34;4;0;17;0;0;0;0;0;0;2
BA;JUSSIAPE;2674;725;0;79;2;338;36;0;0;39;1360;36;34;0;8;2;0;0;0;0;0;15
BA;LAFAIETE COUTINHO;829;259;0;36;1;97;10;0;0;4;369;29;11;0;7;2;0;0;0;0;1;3
BA;LAGEDO DO TABOCAL;1665;671;0;69;3;176;24;0;0;9;645;34;16;0;12;0;0;0;0;0;1;5
BA;LAGOA REAL;2713;1186;0;143;15;557;52;0;1;36;591;39;45;0;20;19;0;0;0;1;1;7
BA;LAJE;6211;1706;0;231;7;545;167;0;7;121;3038;240;56;0;70;7;0;0;0;0;0;16
BA;LAJEDAO;1047;485;0;12;3;111;17;0;0;3;292;38;16;0;48;6;0;0;0;0;0;16
BA;LAJEDINHO;652;230;0;19;2;82;11;0;0;13;236;36;18;0;4;0;0;0;0;0;0;1
BA;LAMARAO;1249;404;0;15;1;56;63;0;0;18;606;34;9;0;35;2;0;0;0;0;0;6
BA;LAPAO;6545;2838;0;214;13;603;60;3;2;22;2505;119;62;0;61;10;0;0;0;0;1;32
BA;LAURO DE FREITAS;94099;49988;0;2671;363;9109;5397;1;622;546;16598;2315;882;0;2397;550;12;26;0;17;83;2522
BA;LENCOIS;3341;953;0;54;8;234;93;0;1;30;1729;126;6;0;51;8;1;0;0;0;7;40
BA;LICINIO DE ALMEIDA;3519;1573;0;128;10;465;44;0;1;30;1087;106;26;0;20;8;0;0;0;0;1;20
BA;LIVRAMENTO DE NOSSA SENHORA;21661;5791;0;656;60;2406;268;0;9;88;11436;433;169;0;85;88;0;1;0;0;20;151
BA;LUIS EDUARDO MAGALHAES;75580;23205;0;2956;3758;10211;1784;0;154;209;15110;5606;418;0;3405;7022;21;22;0;18;46;1635
BA;MACAJUBA;1907;649;0;44;1;206;23;0;1;37;797;81;55;0;8;2;0;0;0;0;1;2
BA;MACARANI;4019;1346;0;98;2;392;68;0;1;16;1981;46;19;0;35;4;0;0;0;1;0;10
BA;MACAUBAS;15116;4446;0;337;46;1655;185;0;6;60;6826;1068;296;0;60;51;0;2;0;0;1;77
BA;MACURURE;947;334;0;39;1;149;12;0;0;6;355;12;15;0;10;1;0;0;0;0;0;13
BA;MADRE DE DEUS;4083;1970;0;116;83;326;188;0;37;59;631;330;54;0;107;133;0;0;0;1;3;45
BA;MAETINGA;1280;568;0;60;4;168;15;0;0;18;378;38;17;0;9;4;0;0;0;0;0;1
BA;MAIQUINIQUE;2007;624;0;59;1;274;43;0;1;14;909;20;21;0;26;0;0;0;0;0;6;9
BA;MAIRI;3738;1534;0;105;3;456;83;0;2;39;1341;49;50;0;61;4;0;0;0;0;0;11
BA;MALHADA;3091;797;0;52;2;291;26;0;1;33;1764;66;28;0;16;3;0;0;0;0;3;9
BA;MALHADA DE PEDRAS;2959;1050;0;107;52;268;24;0;0;58;1164;77;47;0;21;79;0;0;0;0;0;12
BA;MANOEL VITORINO;2212;861;0;80;39;293;82;0;1;31;664;67;26;0;13;39;0;0;0;0;1;15
BA;MANSIDAO;817;253;0;25;2;152;29;0;0;1;319;15;12;0;3;2;0;1;0;0;0;3
BA;MARACAS;8280;3264;0;324;28;1082;173;0;1;58;2829;265;99;0;75;36;0;0;0;1;3;42
BA;MARAGOGIPE;7796;2723;0;197;6;467;162;0;3;56;3810;114;151;0;71;8;0;0;0;0;2;26
BA;MARAU;2232;464;0;71;11;280;114;0;0;10;1123;38;13;0;29;5;0;1;0;0;0;73
BA;MARCIONILIO SOUZA;1916;782;0;45;2;231;37;0;1;32;688;57;20;0;16;2;0;0;0;0;0;3
BA;MASCOTE;1896;725;0;69;6;215;35;0;2;10;693;54;16;0;53;14;0;0;0;0;1;3
BA;MATA DE SAO JOAO;13569;5572;0;340;36;942;383;0;147;106;4491;731;177;0;301;167;0;1;0;14;37;124
BA;MATINA;2038;858;0;30;1;270;12;0;0;28;703;62;61;0;6;2;0;0;0;0;0;5
BA;MEDEIROS NETO;7883;2736;0;161;40;790;147;0;27;33;3060;496;90;0;197;35;3;0;0;1;3;64
BA;MIGUEL CALMON;6891;2763;0;123;4;901;133;0;5;69;2521;208;62;0;80;4;3;0;0;0;1;14
BA;MILAGRES;3148;1364;0;186;38;254;63;0;7;17;926;150;29;0;57;40;0;1;0;0;2;14
BA;MIRANGABA;2924;939;0;79;1;346;47;0;2;22;1355;36;66;0;22;3;0;0;0;0;1;5
BA;MIRANTE;1478;497;0;85;12;254;39;0;0;41;488;17;31;0;4;8;0;0;0;0;0;2
